Flybase ID	Gene symbol	oocyte 2day_A	oocyte 2day_B	oocyte 2day_C	oocyte 8day_A	oocyte 8day_B	oocyte 8day_C	oocyte 12day_A	oocyte 12day_B	oocyte 12day_C	embryo 0-2hr_A	embryo 0-2hr_B	embryo 0-2hr_C	ttest 12 vs. 2 RPFs	fold change 12/2 RPFs
FBgn0017579	RpL14	1489.5	889.2	1236.9	583.0	1051.7	1040.5	1068.5	879.7	1030.0	1048.4	1110.6	1224.0	3.11E-01	0.82
FBgn0039329	CG10669	5.0	8.4	3.5	2.7	4.6	6.1	3.7	3.2	4.8	20.3	21.5	19.9	3.11E-01	0.69
FBgn0267650	pre-mod(mdg4)-AA	14.6	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.4	47.6	2.6	3.11E-01	0.00
FBgn0032172	CG5850	26.6	50.0	18.4	41.7	32.9	39.7	46.4	35.4	49.2	297.3	322.8	308.0	3.12E-01	1.38
FBgn0286778	CG46385	5.5	22.8	3.6	35.4	25.4	13.6	14.6	15.3	27.8	29.8	53.2	57.4	3.12E-01	1.81
FBgn0033566	CG18004	69.6	63.1	54.8	25.7	52.1	49.6	68.3	34.0	47.6	743.7	694.2	738.9	3.12E-01	0.80
FBgn0035060	Eps-15	14.5	24.9	15.8	14.7	13.6	14.8	13.2	16.7	13.4	232.7	224.5	174.3	3.12E-01	0.78
FBgn0027657	glob1	28.6	19.3	26.7	5.3	0.0	3.5	0.0	17.9	27.3	532.6	541.3	612.5	3.12E-01	0.61
FBgn0086707	ncm	9.1	32.6	12.5	16.0	13.6	13.2	8.6	12.0	7.8	328.6	312.5	259.7	3.12E-01	0.52
FBgn0037646	CAHbeta	12.9	0.0	27.7	0.0	0.0	0.0	0.0	10.4	0.0	0.0	3.8	6.1	3.13E-01	0.26
FBgn0031399	mio	4.9	4.8	2.8	8.7	8.2	8.3	11.2	3.4	6.2	157.5	128.0	135.3	3.13E-01	1.66
FBgn0029172	Fad2	24.4	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13E-01	0.00
FBgn0029912	CG4557	3.5	8.6	16.8	8.7	15.6	6.5	6.0	6.0	3.2	81.4	73.4	76.0	3.14E-01	0.53
FBgn0027597	CG17712	11.8	2.4	6.7	8.6	9.5	10.7	10.4	6.8	22.1	15.6	26.1	19.1	3.14E-01	1.88
FBgn0029766	CG15784	8.2	4.6	19.9	6.2	5.0	13.0	4.7	9.3	0.6	19.2	18.5	10.6	3.14E-01	0.45
FBgn0086679	p	0.0	6.0	0.0	2.7	1.4	3.8	3.2	3.0	13.6	9.7	16.7	11.6	3.14E-01	3.34
FBgn0036999	isoQC	0.0	8.2	6.7	0.0	2.4	3.2	1.8	3.6	0.0	86.7	76.1	63.8	3.15E-01	0.37
FBgn0264560	garz	7.8	7.1	3.4	5.5	6.7	9.5	3.9	4.5	5.0	13.6	11.7	9.3	3.15E-01	0.74
FBgn0033693	CG13175	3.1	12.9	5.9	1.4	5.6	10.5	11.5	10.0	10.4	32.5	44.1	37.6	3.16E-01	1.46
FBgn0033844	bbc	8.0	15.7	5.3	14.3	12.1	9.9	7.9	7.2	0.0	196.1	188.6	198.3	3.16E-01	0.52
FBgn0033855	link	0.7	14.3	1.0	0.0	0.7	0.0	0.0	0.6	0.0	140.3	193.6	211.2	3.16E-01	0.04
FBgn0036848	Naxd	0.0	7.2	0.0	7.5	11.3	8.8	4.9	7.6	3.7	285.4	342.7	256.1	3.17E-01	2.27
FBgn0029867	CG3847	41.2	83.6	28.9	25.1	47.0	39.3	30.6	36.3	29.5	1525.6	1423.6	1352.0	3.17E-01	0.63
FBgn0034420	CG10737	6.9	4.0	0.0	3.2	2.7	13.4	1.3	2.3	0.0	2.7	3.2	5.4	3.17E-01	0.34
FBgn0037885	CG17721	0.0	8.6	14.4	0.0	0.0	0.0	6.7	0.0	0.0	10.7	12.5	25.6	3.17E-01	0.29
FBgn0022238	lolal	0.0	235.8	145.2	0.0	0.0	73.1	0.0	112.6	0.0	2681.8	3727.9	3943.1	3.17E-01	0.30
FBgn0039689	CIA30	26.8	20.1	0.0	17.8	13.8	9.6	12.2	4.4	0.0	19.8	15.5	14.3	3.17E-01	0.36
FBgn0026015	Top3beta	16.7	13.8	31.4	18.2	27.3	21.9	16.7	10.4	15.0	50.5	47.5	53.7	3.17E-01	0.68
FBgn0259221	ATP8A	4.2	8.5	20.0	3.6	4.7	5.2	6.3	4.6	5.5	25.2	24.0	25.5	3.18E-01	0.50
FBgn0035336	CG9004	6.9	6.3	0.0	0.0	4.7	3.2	1.2	3.1	1.2	42.6	62.0	63.0	3.19E-01	0.41
FBgn0005672	spi	0.0	7.7	9.3	0.0	6.7	4.0	2.7	3.0	1.4	115.3	119.3	64.9	3.19E-01	0.42
FBgn0040372	G9a	7.5	17.8	5.9	5.2	9.3	8.5	6.8	7.2	3.9	164.0	197.4	169.0	3.20E-01	0.58
FBgn0036028	CG16717	7.6	7.4	24.4	9.0	4.5	9.5	10.7	4.5	3.6	6.5	10.8	6.7	3.20E-01	0.48
FBgn0025519	fidipidine	5.4	14.7	0.0	6.7	2.7	1.9	0.0	4.6	0.0	42.0	28.1	35.4	3.20E-01	0.23
FBgn0032101	CG9586	28.1	20.3	0.0	7.5	16.3	14.0	0.0	15.2	0.0	161.5	142.0	107.6	3.21E-01	0.31
FBgn0262955	RpII140	187.4	210.9	259.2	206.9	219.5	211.3	198.8	192.9	193.8	886.2	884.1	810.9	3.21E-01	0.89
FBgn0004055	uzip	0.0	9.1	5.2	0.0	7.4	1.5	4.2	0.0	0.0	47.4	33.2	41.4	3.21E-01	0.29
FBgn0039727	Vps13B	0.4	1.0	0.0	0.2	0.0	0.4	0.2	0.2	0.0	15.7	14.3	11.2	3.21E-01	0.28
FBgn0030109	CG12121	7.7	28.8	5.6	10.9	6.6	10.6	2.1	11.1	1.5	456.3	418.5	396.0	3.21E-01	0.35
FBgn0033104	CG15237	0.0	139.9	87.7	0.0	143.5	71.5	43.0	38.7	0.0	509.8	610.3	629.4	3.22E-01	0.36
FBgn0285954	caz	88.9	139.8	163.2	115.0	102.0	75.6	77.4	122.9	104.8	2183.2	1438.5	1403.8	3.22E-01	0.78
FBgn0026577	CG8677	7.0	19.2	9.4	7.8	9.5	8.8	10.1	6.8	5.2	178.1	185.6	182.4	3.22E-01	0.62
FBgn0027101	Dyrk3	6.3	7.9	0.0	0.0	0.0	2.6	0.0	4.6	0.0	101.7	101.8	149.1	3.22E-01	0.32
FBgn0026401	Nipped-B	9.2	32.1	7.5	10.1	9.1	14.6	9.6	10.2	0.0	230.1	388.5	349.8	3.23E-01	0.41
FBgn0036958	CG17233	33.8	21.1	33.7	28.2	39.7	16.3	27.8	38.6	43.0	20.1	29.0	23.0	3.24E-01	1.24
FBgn0085370	Pde11	1.3	5.7	8.5	7.3	5.8	7.4	11.2	3.6	12.5	70.0	76.7	88.8	3.24E-01	1.76
FBgn0031395	CG10874	30.7	5.4	0.0	4.6	4.0	0.0	3.9	0.0	0.0	106.6	121.2	110.0	3.24E-01	0.11
FBgn0011509	SrpRbeta	72.1	78.7	35.0	53.8	56.5	63.9	53.4	51.1	27.7	304.4	352.5	341.0	3.24E-01	0.71
FBgn0039464	CG6330	0.0	3.4	14.1	0.0	4.5	0.0	0.0	2.8	0.0	63.2	96.3	96.9	3.24E-01	0.16
FBgn0024975	CG2712	3.7	6.0	10.1	8.9	6.1	5.1	3.7	0.0	6.9	4.3	5.7	6.3	3.25E-01	0.54
FBgn0028425	JhI-21	109.0	96.2	126.6	38.2	62.9	49.9	36.7	35.8	139.7	295.3	300.4	265.7	3.25E-01	0.64
FBgn0040011	Slmap	11.3	44.4	19.1	6.3	11.8	15.0	20.0	13.0	5.1	321.5	687.2	692.2	3.25E-01	0.51
FBgn0038735	CG4662	8.5	14.6	0.0	21.6	2.0	21.2	0.0	6.9	0.0	139.8	114.0	130.3	3.26E-01	0.30
FBgn0039227	polybromo	9.3	21.8	9.0	5.3	6.5	6.7	7.2	11.1	7.0	587.5	607.8	508.1	3.26E-01	0.63
FBgn0031022	CG12204	4.5	16.5	21.7	8.3	16.8	4.1	7.1	11.3	6.4	20.3	19.9	21.2	3.26E-01	0.58
FBgn0029878	Pat1	0.0	2.3	0.0	0.0	3.3	3.4	4.9	2.8	0.0	18.0	23.2	19.2	3.26E-01	3.36
FBgn0026252	msk	128.4	187.5	109.4	132.9	145.8	138.8	129.1	111.2	101.6	1343.9	1251.0	1176.7	3.26E-01	0.80
FBgn0034645	ND-B12	267.8	239.6	0.0	102.4	78.5	0.0	0.0	112.7	87.8	965.4	943.1	848.6	3.26E-01	0.40
FBgn0037634	hng2	4.8	0.0	23.3	12.2	13.3	6.4	0.0	3.9	0.0	89.0	154.6	194.9	3.26E-01	0.14
FBgn0052062	Rbfox1	7.7	3.9	4.5	6.2	3.1	2.2	5.5	3.8	0.0	87.0	71.6	60.0	3.26E-01	0.58
FBgn0015279	Pi3K92E	14.7	19.9	7.3	17.3	14.0	20.7	6.3	13.6	7.6	225.7	209.9	166.6	3.27E-01	0.66
FBgn0050463	Pgant9	0.0	3.3	14.1	3.3	0.0	5.1	0.0	2.8	0.0	14.7	14.6	5.7	3.27E-01	0.16
FBgn0030346	BORCS5	22.6	18.1	39.5	18.4	55.8	29.9	46.9	22.2	45.9	22.4	18.0	21.9	3.27E-01	1.43
FBgn0040010	CG17493	28.0	127.8	41.3	41.5	27.1	30.0	18.9	38.4	33.5	1249.4	1531.2	1615.0	3.27E-01	0.46
FBgn0038659	EndoA	12.3	7.9	41.5	14.5	22.5	19.5	13.3	10.6	0.0	47.5	58.8	59.4	3.27E-01	0.39
FBgn0260012	pds5	54.9	50.2	35.0	55.6	59.2	40.0	46.1	40.6	21.8	265.4	291.1	253.8	3.28E-01	0.77
FBgn0035294	Mfap1	10.5	27.8	54.4	18.0	17.2	19.0	5.8	15.7	24.8	298.5	249.8	243.6	3.28E-01	0.50
FBgn0031968	CG7231	3.3	6.8	36.0	0.0	0.0	4.1	3.5	7.4	0.0	47.3	39.4	54.4	3.28E-01	0.23
FBgn0031044	MKP-4	3.0	0.0	0.0	0.0	0.0	6.2	19.9	3.7	0.0	13.6	17.8	27.8	3.28E-01	7.87
FBgn0032154	mtDNA-helicase	5.8	2.5	0.0	0.0	0.9	1.7	1.6	0.9	0.0	25.7	30.0	18.3	3.29E-01	0.30
FBgn0031450	Hrs	88.3	95.0	121.9	107.8	100.3	99.1	98.2	83.2	86.4	417.8	337.7	416.1	3.29E-01	0.88
FBgn0264959	Src42A	7.9	34.6	0.0	2.2	7.1	43.8	0.0	6.9	0.0	569.7	532.7	595.7	3.29E-01	0.16
FBgn0036668	Zcchc7	5.1	6.9	11.0	3.1	8.3	6.7	4.1	5.4	7.1	169.9	158.5	157.0	3.29E-01	0.72
FBgn0039773	CG2224	31.4	13.4	6.4	28.3	24.4	28.5	6.4	15.7	0.0	99.1	119.0	108.7	3.29E-01	0.43
FBgn0050291	CG30291	16.3	37.1	16.8	11.4	10.5	8.7	15.5	13.5	17.9	273.3	272.0	271.8	3.29E-01	0.67
FBgn0038190	CG9926	22.3	50.4	50.3	28.4	32.2	45.8	32.6	35.2	20.7	314.1	317.7	302.7	3.29E-01	0.72
FBgn0036298	nst	21.4	30.8	37.6	13.9	26.0	24.3	23.1	19.4	29.0	685.7	604.3	543.7	3.29E-01	0.80
FBgn0053193	sav	12.7	12.9	14.1	11.3	11.2	9.8	8.0	14.9	9.7	38.9	41.0	32.2	3.30E-01	0.82
FBgn0260003	Dys	5.8	10.2	4.3	7.8	9.2	7.7	3.3	7.0	2.6	150.4	138.0	123.2	3.30E-01	0.63
FBgn0036462	mRpL39	4.1	18.3	38.4	9.7	16.6	14.8	0.0	17.9	5.4	152.7	162.3	164.2	3.30E-01	0.38
FBgn0260237	BBIP1	9.8	2.9	0.0	0.0	2.9	3.3	11.9	10.7	3.3	5.9	24.0	11.4	3.30E-01	2.03
FBgn0033391	CG8026	0.0	7.1	0.0	7.8	15.5	8.5	15.1	8.5	0.0	131.5	167.2	212.9	3.30E-01	3.34
FBgn0040230	dbo	20.7	27.1	67.0	38.5	25.8	51.6	31.5	19.6	12.1	242.5	213.6	200.7	3.30E-01	0.55
FBgn0033917	SmydA-1	10.1	0.0	16.1	9.8	0.0	4.7	0.0	1.5	7.4	15.3	22.4	8.1	3.30E-01	0.34
FBgn0003525	stg	28.6	86.1	47.8	49.3	75.8	58.8	61.9	68.8	100.1	1510.5	1347.1	1186.4	3.31E-01	1.42
FBgn0043069	MESK4	42.7	16.2	0.0	0.0	8.5	17.3	9.1	5.8	2.1	101.5	107.5	260.9	3.31E-01	0.29
FBgn0051274	CG31274	42.7	16.2	0.0	0.0	8.5	17.3	9.1	5.8	2.1	101.5	107.5	260.9	3.31E-01	0.29
FBgn0029897	RpL17	1163.3	956.4	1134.4	975.9	1089.0	885.7	887.2	794.5	1155.0	1099.1	1079.9	1009.3	3.31E-01	0.87
FBgn0083992	Mkp	1.6	1.8	0.0	0.0	6.5	5.2	8.1	1.2	1.7	16.6	39.9	28.0	3.32E-01	3.22
FBgn0036565	CG5235	5.3	7.6	0.0	0.0	6.3	4.3	2.2	2.7	0.0	120.6	133.4	175.3	3.32E-01	0.38
FBgn0265598	Bx	18.6	12.1	30.9	23.6	22.3	24.8	52.1	24.3	22.0	42.6	81.4	72.1	3.32E-01	1.60
FBgn0024733	RpL10	2241.5	1207.8	1247.6	1633.8	1706.3	1387.6	1478.4	2287.0	2411.9	2624.1	3439.9	3355.8	3.32E-01	1.32
FBgn0020224	Cbl	29.4	81.9	21.7	15.8	27.0	34.4	18.6	26.8	24.5	212.5	209.3	245.2	3.32E-01	0.53
FBgn0033010	Atf6	1.7	16.3	9.8	2.2	2.0	2.5	5.6	6.7	0.0	42.6	88.8	111.9	3.32E-01	0.44
FBgn0031051	Ranbp21	10.6	14.1	13.1	8.9	14.3	8.8	14.1	12.4	16.7	235.5	212.3	194.8	3.32E-01	1.14
FBgn0000426	SmF	59.6	70.2	65.6	34.9	61.7	79.4	65.3	61.6	52.1	1267.4	1663.2	1295.4	3.33E-01	0.92
FBgn0266572	ebo	19.9	21.4	2.8	22.1	8.3	19.6	8.4	11.8	2.2	363.8	356.4	313.4	3.33E-01	0.51
FBgn0040666	CG12848	21.7	19.3	81.5	7.8	0.0	9.3	4.8	23.0	24.4	184.4	219.2	184.7	3.33E-01	0.43
FBgn0266083	ocm	1.4	5.3	0.8	2.2	2.4	1.4	1.2	1.4	0.0	77.6	76.8	88.5	3.33E-01	0.35
FBgn0261461	RhoGAP18B	6.9	8.2	8.2	6.5	14.1	7.4	6.3	8.6	2.3	217.6	201.8	186.3	3.33E-01	0.73
FBgn0038638	CG7702	1.1	0.0	5.4	1.9	2.7	1.4	0.6	0.5	0.0	4.0	2.9	4.3	3.34E-01	0.16
FBgn0050377	CG30377	14.4	5.7	11.3	6.4	10.8	12.1	7.9	9.6	3.5	24.1	29.3	32.0	3.34E-01	0.67
FBgn0038533	CG7523	24.3	14.1	0.0	49.7	46.4	22.8	20.2	26.3	16.8	404.6	492.0	512.5	3.34E-01	1.65
FBgn0039733	CG11504	11.0	5.5	7.0	11.3	21.7	9.8	5.4	6.7	5.8	73.8	69.7	79.8	3.34E-01	0.76
FBgn0024947	NTPase	4.1	11.2	0.0	3.2	8.8	9.6	7.0	8.0	12.2	544.7	579.8	593.0	3.35E-01	1.78
FBgn0030522	CG11103	8.2	22.9	20.3	19.1	6.5	7.0	13.4	9.0	13.5	276.8	265.6	311.1	3.35E-01	0.70
FBgn0051908	CG31908	32.0	23.5	34.5	28.2	26.7	24.1	42.1	24.1	57.4	274.2	261.0	207.5	3.35E-01	1.37
FBgn0035772	Sh3beta	4.4	8.2	37.6	0.0	5.6	3.1	0.0	12.9	0.0	317.6	344.6	269.6	3.35E-01	0.26
FBgn0029903	pod1	1.3	13.7	13.1	0.0	4.7	4.2	7.0	5.0	2.2	440.8	515.9	478.2	3.36E-01	0.50
FBgn0261625	GLS	0.0	4.3	4.0	1.2	5.3	2.8	8.3	2.9	4.1	15.3	17.5	16.6	3.36E-01	1.84
FBgn0002021	l(2)37Bb	14.9	6.5	2.6	0.0	3.7	3.0	7.9	2.0	0.0	7.2	8.8	8.0	3.36E-01	0.41
FBgn0001090	bnb	1.9	7.6	2.0	1.5	0.7	0.8	1.6	3.0	0.0	248.1	257.8	216.3	3.36E-01	0.40
FBgn0266720	Snap24	4.7	34.1	18.9	7.9	12.4	5.1	6.4	8.2	14.2	662.0	629.8	631.3	3.36E-01	0.50
FBgn0261802	CG42748	2.9	6.4	5.9	3.8	5.6	4.0	3.5	5.2	1.7	51.7	48.4	57.8	3.37E-01	0.68
FBgn0266174	pre-mod(mdg4)-L	0.0	8.8	24.2	0.0	0.0	3.9	8.2	0.0	0.0	34.3	6.3	23.3	3.37E-01	0.25
FBgn0261955	kdn	37.8	44.2	31.8	28.4	38.3	34.7	43.5	37.1	50.3	948.4	811.2	829.0	3.37E-01	1.15
FBgn0020236	ATPCL	18.5	71.1	74.7	30.1	19.9	27.8	13.5	32.6	49.6	136.9	139.2	104.8	3.37E-01	0.58
FBgn0011204	cue	40.1	38.1	33.7	36.5	37.9	36.1	20.4	19.6	44.5	192.0	154.9	130.8	3.37E-01	0.76
FBgn0034223	Tes	0.0	0.0	3.3	0.0	4.3	3.3	4.0	6.3	0.0	69.3	74.4	74.6	3.38E-01	3.12
FBgn0033638	CG9005	1.5	14.5	0.0	2.1	9.5	6.1	9.7	8.1	14.6	370.9	339.6	294.5	3.38E-01	2.02
FBgn0010894	sinu	0.0	1.0	0.0	2.7	1.2	1.0	2.7	1.1	0.0	38.3	39.0	48.5	3.39E-01	3.72
FBgn0036376	Liprin-beta	17.3	24.8	10.6	15.4	19.9	33.1	23.3	18.4	26.1	630.2	635.2	613.3	3.39E-01	1.29
FBgn0030011	Gbeta5	0.0	0.5	0.0	2.6	2.1	6.7	3.3	0.6	0.0	2.4	3.0	1.6	3.40E-01	7.20
FBgn0038286	CG6966	11.9	28.0	20.3	13.4	28.0	18.6	10.2	18.0	15.2	842.0	837.0	666.7	3.40E-01	0.72
FBgn0039886	CG2003	10.7	15.5	37.3	6.1	8.1	9.3	7.6	7.9	18.9	13.8	15.2	17.5	3.40E-01	0.54
FBgn0260388	CG42514	20.2	4.8	8.6	7.1	5.6	5.9	5.4	7.9	4.8	5.7	6.5	6.2	3.40E-01	0.54
FBgn0026620	tacc	245.8	657.0	168.9	201.9	192.2	171.2	236.3	179.4	158.9	332.3	546.4	483.0	3.41E-01	0.54
FBgn0034727	mRpS29	29.1	33.5	26.0	25.3	25.6	16.4	19.1	18.9	33.5	86.9	89.5	81.2	3.41E-01	0.81
FBgn0032869	CG17470	3.5	0.0	0.0	0.0	1.3	0.0	1.4	2.4	4.4	4.5	2.0	0.0	3.42E-01	2.35
FBgn0028953	CG14478	41.0	86.8	50.5	38.1	61.1	54.2	45.6	48.0	38.7	1481.3	1409.1	1428.5	3.42E-01	0.74
FBgn0034611	MFS16	0.0	1.6	0.0	1.7	0.0	0.7	0.0	2.6	2.0	19.2	22.3	18.4	3.42E-01	2.96
FBgn0010222	Nmdmc	8.0	6.9	0.0	7.8	8.1	2.4	3.0	3.2	0.0	30.5	30.8	21.4	3.43E-01	0.41
FBgn0039136	CG5902	8.4	20.8	10.9	7.1	3.6	7.9	5.3	14.6	4.0	406.4	393.1	407.9	3.43E-01	0.60
FBgn0031478	CG8814	8.6	7.5	19.7	2.4	10.7	7.6	1.7	3.7	13.3	50.6	56.9	61.9	3.43E-01	0.52
FBgn0025885	Inos	36.1	44.5	44.8	42.8	53.7	36.2	31.3	20.9	47.1	74.8	80.5	66.6	3.43E-01	0.79
FBgn0250816	AGO3	34.1	103.4	27.9	33.0	39.1	41.7	25.1	32.1	29.9	397.4	875.1	977.2	3.44E-01	0.53
FBgn0029892	CG3184	15.5	9.8	11.8	17.1	2.4	7.2	8.9	2.9	13.7	3.3	3.1	3.5	3.44E-01	0.69
FBgn0023512	eIF2Bepsilon	5.8	15.9	13.0	15.2	11.4	6.8	5.4	9.8	8.9	152.2	145.3	118.0	3.44E-01	0.70
FBgn0034308	CG10915	14.8	23.2	10.1	11.2	16.2	6.6	24.7	15.3	23.6	31.1	26.8	30.1	3.44E-01	1.32
FBgn0030946	CG6659	10.3	11.8	5.3	4.4	6.4	6.5	6.4	6.6	7.8	153.3	171.7	175.0	3.44E-01	0.76
FBgn0004132	boca	40.2	41.4	55.4	28.6	28.1	22.6	0.0	58.4	21.7	600.6	602.8	526.5	3.45E-01	0.58
FBgn0264816	koko	20.7	49.5	28.6	11.2	4.5	18.0	19.2	36.2	0.0	897.0	913.5	936.1	3.45E-01	0.56
FBgn0016797	fz2	0.0	2.4	2.0	2.0	4.2	4.5	1.7	1.8	5.6	14.5	14.8	9.2	3.45E-01	2.08
FBgn0050169	Brca2	5.7	3.7	0.0	3.3	0.0	2.0	2.7	0.8	0.0	8.7	9.2	8.6	3.46E-01	0.37
FBgn0024250	brk	0.0	0.1	0.0	0.6	0.0	0.2	0.0	1.1	0.1	7.0	7.3	8.7	3.47E-01	20.75
FBgn0260855	Sec22	9.4	32.5	0.0	0.0	0.0	6.1	0.0	9.5	0.0	352.5	402.2	400.8	3.47E-01	0.23
FBgn0260789	mxc	10.9	16.1	4.8	8.2	9.4	5.8	6.7	8.5	5.8	166.5	167.1	146.0	3.47E-01	0.66
FBgn0034072	Dg	8.2	11.9	10.0	20.9	10.3	7.8	12.3	9.7	12.7	119.2	104.1	108.9	3.47E-01	1.15
FBgn0010042	GstD6	1.5	8.6	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	2.2	3.48E-01	0.15
FBgn0266459	CG45084	193.2	196.2	58.2	112.5	125.5	45.8	76.3	148.0	51.2	2572.3	3303.4	2740.5	3.48E-01	0.62
FBgn0010309	pigeon	0.0	3.4	0.0	6.3	5.2	7.6	4.0	2.2	1.5	9.3	13.0	12.2	3.48E-01	2.27
FBgn0024887	kin17	18.5	17.7	6.3	16.4	0.0	14.1	2.6	16.8	4.0	345.6	360.7	403.1	3.48E-01	0.55
FBgn0039687	Naa40	58.9	118.3	0.0	16.9	23.6	23.7	25.1	24.0	19.2	282.8	340.6	315.2	3.48E-01	0.38
FBgn0035721	CG9948	37.6	42.6	0.0	28.3	13.3	21.2	0.0	24.2	7.5	101.7	124.8	158.1	3.48E-01	0.40
FBgn0032018	CG7806	0.8	3.7	0.0	0.0	2.8	0.4	0.0	0.9	0.0	97.4	109.0	95.3	3.48E-01	0.19
FBgn0034975	enok	2.1	7.2	6.0	2.4	2.9	3.5	1.8	3.4	4.6	90.6	97.1	106.6	3.48E-01	0.64
FBgn0037556	CG9636	35.4	20.9	0.0	0.0	0.0	0.0	7.2	14.0	0.0	736.9	732.0	634.3	3.48E-01	0.38
FBgn0032729	L2HGDH	8.7	4.0	0.0	0.0	3.0	1.6	0.0	3.8	0.0	10.9	11.8	8.5	3.49E-01	0.30
FBgn0053056	CG33056	9.5	11.3	0.0	6.9	0.0	12.9	0.0	7.3	0.0	65.1	45.4	55.4	3.49E-01	0.35
FBgn0037617	nom	5.3	9.3	0.0	0.0	0.0	0.0	4.7	0.0	0.0	18.1	23.2	12.7	3.50E-01	0.32
FBgn0267376	SelR	82.4	12.0	0.0	0.0	0.0	25.0	0.0	11.8	0.0	225.1	232.2	260.7	3.50E-01	0.13
FBgn0038432	CG14883	4.6	13.5	0.0	0.0	8.9	11.1	0.0	4.6	0.0	41.1	72.5	69.4	3.50E-01	0.25
FBgn0033226	CG1882	34.6	25.4	28.0	17.4	20.4	11.6	14.3	10.9	36.2	155.3	157.2	160.0	3.50E-01	0.70
FBgn0011290	Taf12	0.0	50.8	53.8	20.9	26.3	46.8	20.3	6.2	20.7	670.2	645.7	690.6	3.50E-01	0.45
FBgn0261597	RpS26	1803.5	908.5	1756.2	1445.9	1663.8	1705.9	1719.0	1560.6	2457.2	1074.4	1444.8	1405.3	3.51E-01	1.28
FBgn0000376	crm	7.9	15.9	12.5	9.3	13.4	13.5	9.8	11.2	7.2	66.7	79.0	84.7	3.52E-01	0.78
FBgn0053145	GalT1	7.8	4.7	0.0	3.3	5.0	5.3	2.7	2.2	0.0	98.2	116.4	124.6	3.52E-01	0.39
FBgn0023522	CG11596	0.0	27.3	17.9	0.0	0.0	8.6	12.2	5.5	0.0	317.9	353.8	367.2	3.53E-01	0.39
FBgn0037329	POLDIP2	23.9	30.5	0.0	5.1	13.9	13.6	6.7	15.3	0.0	344.3	324.4	337.6	3.53E-01	0.41
FBgn0030858	IntS2	9.5	12.7	15.6	6.7	11.3	9.7	7.6	6.3	14.3	86.2	82.9	72.3	3.53E-01	0.74
FBgn0028664	VhaM9.7-c	53.9	37.8	14.3	43.3	22.7	47.6	29.7	17.4	20.8	232.4	285.1	330.5	3.53E-01	0.64
FBgn0083952	CG34116	1.6	2.0	0.0	0.0	1.4	1.3	0.0	5.8	3.5	9.0	11.2	17.1	3.53E-01	2.56
FBgn0039055	Rassf	13.9	17.8	23.9	14.4	12.8	17.3	13.3	19.4	10.6	221.6	239.8	204.0	3.53E-01	0.78
FBgn0286070	cnk	2.6	5.5	6.8	3.0	2.4	3.6	1.5	3.1	5.2	16.7	19.5	15.9	3.54E-01	0.65
FBgn0030659	CG9215	4.6	1.1	5.0	3.6	8.8	2.6	4.4	3.6	19.3	13.1	15.8	19.6	3.54E-01	2.54
FBgn0039705	Atg16	11.7	21.8	12.4	9.1	15.4	17.4	3.8	5.1	18.8	73.2	60.1	83.3	3.54E-01	0.60
FBgn0259734	Nost	30.4	46.8	26.6	42.6	41.3	53.1	42.5	40.9	39.9	540.8	598.0	585.4	3.55E-01	1.19
FBgn0030700	CG15914	6.9	5.5	0.0	4.2	0.0	2.3	0.0	4.4	0.0	19.5	20.0	24.0	3.55E-01	0.35
FBgn0042180	CG18870	6.1	5.9	4.1	4.7	0.0	5.9	5.0	5.3	0.0	7.8	10.1	7.4	3.56E-01	0.64
FBgn0011217	eff	636.4	1005.7	0.0	498.3	623.1	505.8	237.4	343.1	122.5	1211.7	1945.2	3320.2	3.56E-01	0.43
FBgn0026787	Nhe1	11.4	25.3	3.5	7.5	1.6	8.4	6.1	5.5	8.6	31.5	31.5	30.5	3.57E-01	0.50
FBgn0261285	Ppcs	0.0	4.3	5.6	0.0	11.1	7.7	0.0	3.5	0.0	15.3	13.1	10.5	3.57E-01	0.35
FBgn0013548	l(2)dtl	27.6	35.8	41.8	33.0	35.6	36.3	29.6	28.5	33.3	300.4	333.3	320.6	3.57E-01	0.87
FBgn0002715	mei-S332	6.7	19.5	20.2	17.7	19.6	20.4	14.3	3.7	11.6	136.3	140.9	170.1	3.57E-01	0.64
FBgn0011335	vers	7.3	22.8	0.0	5.8	7.6	3.8	0.0	7.7	0.0	229.7	248.5	276.9	3.57E-01	0.25
FBgn0000360	Cp38	168.2	18.6	39.4	105.6	14.2	0.0	65.4	0.0	0.0	10.9	0.0	0.0	3.58E-01	0.29
FBgn0020647	KrT95D	9.4	11.2	10.8	7.7	13.4	12.4	9.0	11.3	6.5	45.1	40.4	39.0	3.58E-01	0.85
FBgn0039731	Sas-6	13.9	10.4	0.0	5.9	4.7	3.2	2.8	0.0	7.1	20.1	19.0	25.8	3.59E-01	0.41
FBgn0013997	Nrx-IV	7.1	2.9	7.2	4.3	4.8	4.0	4.5	4.4	4.0	16.4	17.9	16.4	3.59E-01	0.74
FBgn0036305	CG10984	7.1	8.0	6.1	3.4	0.9	3.7	3.1	8.9	2.8	354.0	362.0	405.8	3.59E-01	0.70
