submitted_item	validated_id	current_symbol
CG30359	FBgn0050359	Mal-A5
CG30372-RB	FBtr0100140	Asap-RB
CG30373	FBgn0050373	CG30373
Pbgs	FBgn0036271	Pbgs
CG30381	FBgn0050381	PIG-X
CG30387	FBgn0261554	CG42672
CG30389	FBgn0050389	CG30389
CG30390	FBgn0050390	Sgf29
CG30392	FBgn0050392	CG30392
CG3040	FBgn0029925	CG3040
CG30410	FBgn0050410	Rpi
CG30415	FBgn0250838	roh
CG30424	FBgn0050424	CG30424
CG3045	FBgn0034703	CG3045
CG30491	FBgn0050491	CG30491
CG30491	FBgn0050491	CG30491
CG30492	FBgn0266410	CG45050
CG30492	FBgn0263077	CG43340
CG30492	FBgn0263046	CG43341
CG30493	FBgn0050493	Coq9
ref(2)P	FBgn0003231	ref(2)P
CG5599	FBgn0030612	CG5599
CG3074	FBgn0034709	Swim
CG3075	FBgn0029905	Nf-YC
CG3061	FBgn0038195	CG3061
CG3098	FBgn0051694	CG31694
CG31033	FBgn0039705	Atg16
CG31033	FBgn0039705	Atg16
CG31048	FBgn0264324	spg
CG31051	FBgn0051051	CG31051
CG31075	FBgn0051075	CG31075
CG3107	FBgn0033005	CG3107
par-1	FBgn0260934	par-1
CG31126	FBgn0051126	CG31126
CG31133	FBgn0051133	Slimp
Fpps	FBgn0025373	Fpps
CG31156	FBgn0051156	CG31156
CG31159	FBgn0051159	mRRF2
CG31163	FBgn0051163	SKIP
CG31184	FBgn0051184	LSm3
CG31191	FBgn0051191	CG31191
His2Av	FBgn0001197	His2Av
CG31251	FBgn0051251	CG31251
CG31274	FBgn0051274	CG31274
CG31278	FBgn0051278	CG31278
nito	FBgn0027548	nito
CG31368	FBgn0051368	CG31368
CG31373	FBgn0051373	CG31373
CG31388	FBgn0051388	CG31388
kdn	FBgn0261955	kdn
kdn	FBal0005683	kdn[PC64]
CG31460	FBgn0051460	CG31460
CG31472	FBgn0051472	sgll
CG31510-RA	FBtr0084783	CG31510-RA
CG31531	FBgn0263346	smash
CG3160	FBgn0029789	PGAP1
CG31635	FBgn0051635	CG31635
CG31643	FBgn0051643	CG31643
CG31648	FBgn0051648	CG31648
CG31661	FBgn0051661	CG31661
CG2091	FBgn0037372	CG2091
CG31674	FBgn0051674	CG31674
CG31687	FBgn0051687	CG31687
CG31688	FBgn0263355	CG31688
CG3168	FBgn0029896	CG3168
CG31715	FBgn0051715	CG31715
CG31716	FBgn0051716	Cnot4
CG31717	FBgn0051717	CG31717
CG31729	FBgn0051729	CG31729
CG31731	FBgn0028539	Eato
CG3173	FBgn0034964	IntS1
CG31755	FBgn0051755	SoYb
CG31759	FBgn0051759	CG31759
CG31792	FBgn0051792	CG31792
CG31800	FBgn0051800	CG31800
CG3184	FBgn0029892	CG3184
CG3184	FBgn0265362	CG44303
CG31869	FBgn0051869	CG31869
CG31917	FBgn0031668	CG31917
CG31919	FBgn0264742	CG44000
CG31919	FBgn0264743	CG44001
CG31926	FBgn0051926	CG31926
CG3192	FBgn0029888	ND-ASHI
CG31935	FBgn0051935	CG31935
CG31938	FBgn0260648	Rrp40
CG31950-RA	FBtr0077630	Sbat-RA
CG31958	FBgn0051958	CR31958
CG31961	FBgn0051961	TBCC
CG3198	FBgn0029887	CG3198
mys	FBgn0004657	mys
CG32016	FBgn0052016	4E-T
CG32022	FBgn0052022	CG32022
CG32068	FBgn0052068	Adi1
Mes-4	FBgn0039559	NSD
CG3209	FBgn0034971	Gpat4
CG32103-RB	FBtr0075982	SCaMC-RB
CG32104	FBgn0052104	CG32104
CG32109	FBgn0052109	CG32109
CG32113	FBgn0052113	Vps13D
CG32133	FBgn0052133	Ptip
CG32137	FBgn0052137	CG32137
CG32147	FBgn0047178	CG32147
CG3214	FBgn0031436	ND-B17.2
CG32152	FBgn0052152	CG32152
CG32165	FBgn0042178	Apl
CG32174	FBgn0052174	Coq4
CG32202	FBgn0052202	CG32202
CG32230	FBgn0052230	ND-MLRQ
CG3223	FBgn0037538	CG3223
CG32243	FBgn0052243	CG32243
CG32251	FBgn0052251	Claspin
CG3225	FBgn0031631	CG3225
CG32264	FBgn0052264	CG32264
CG32267	FBgn0052267	CG32267
CG3226	FBgn0029882	CG3226
CG32281	FBgn0052281	CG32281
CG3229	FBgn0051954	CG31954
CG3229	FBgn0284253	LeuRS
Mlc-c	FBgn0004687	Mlc-c
Iswi	FBgn0011604	Iswi
CG32373	FBgn0052373	CG32373
CG32373	FBgn0261788	Ank2
CG3238	FBgn0031540	Pif1
CG32409	FBgn0052409	CG32409
CG32441	FBgn0052441	EMC10
Nop60B	FBgn0259937	Nop60B
CG32528	FBgn0052528	parvin
CG32549	FBgn0052549	CG32549
CG32599	FBgn0260482	CG32599
CG32626	FBgn0052626	AMPdeam
CG3262	FBgn0032986	CG3262
CG32638	FBgn0052638	CG32638
CG32642	FBgn0052642	CG32642
CG32644	FBgn0052644	Mur11Da
CG32654	FBgn0052654	Sec16
CG32667	FBgn0052667	ssp7
CG32699	FBgn0052699	LPCAT
CG32708	FBgn0052708	CG32708
CG32737	FBgn0263993	CG43736
CG32758	FBgn0052758	Snx27
CG32786	FBgn0052786	Gem4b
CG32795	FBgn0040384	CG32795
CG32850	FBgn0052850	CG32850
CG8683	FBgn0031985	mon2
CG32920	FBgn0038571	CG7215
CG32920	FBgn0038570	Prx5
CG32955	FBgn0040233	cana
CG32955	FBgn0052831	CG33695
CG3295	FBgn0034573	CG3295
CG3303	FBgn0038381	EndoU
CG33051	FBgn0053051	CG33051
CG33052	FBgn0053052	Gorab
CG3305	FBgn0032949	Lamp1
CG33087	FBgn0053087	LRP1
CG33090	FBgn0028916	CG33090
CG33096	FBgn0053096	CG33096
CG3309	FBgn0029756	CG3309
CG3634	FBgn0037026	CG3634
CG3313	FBgn0037980	DCAF12
Dip-B	FBgn0000454	Dip-B
Tsp97E	FBgn0039465	Tsp97E
CG33172	FBgn0053172	CG33172
CG33181	FBgn0053181	CG33181
Cas	FBgn0022213	Cse1
Cas	FBgn0004878	cas
Paf-AHalpha	FBgn0025809	Paf-AHalpha
CG33214	FBgn0264561	Glg1
CG33217	FBgn0053217	CG33217
CG9914	FBgn0286508	Had1
CG18522	FBgn0267408	AOX1
CG33228	FBgn0261373	CG33228
CG3326	FBgn0031519	Fign
CG33303	FBgn0053303	CG33303
sec5	FBgn0266670	Sec5
CG3337-RA	FBtr0084107	CG3337-RA
CG3338	FBgn0031598	Vps53
CG33493	FBgn0053493	CG33493
CG33506-RA	FBtr0091446	CG33506-RA
CG3353	FBgn0038869	Smyd5
CG33558	FBgn0053558	mim
CG3356	FBgn0034989	CG3356
CG3358	FBgn0033117	CG3358
CG3362	FBgn0034988	cN-IIIB
CG33630	FBgn0053630	CG33630
CG33649	FBgn0064115	GatC
CG3364	FBgn0029508	Tsp42Ea
CG3364	FBgn0050159	CG30159
CG33672	FBgn0061360	CG33672
CG3368	FBgn0039508	CG3368
CG33714	FBgn0064117	SLIRP1
CG3376	FBgn0034997	CG3376
CG33792	FBgn0053792	CG33792
CG33936	FBgn0266410	CG45050
CG33936	FBgn0263750	CG43675
CG33936	FBgn0266410	CG45050
CG33936	FBgn0263750	CG43675
CG3394	FBgn0034999	Fatp3
CG33977-RA	FBtr0100020	Dpm3-RA
CG33978	FBgn0053978	CG33978
CG3397	FBgn0037975	CG3397
CG33981	FBgn0250851	CG33981
CG34001	FBgn0054001	CG34001
CG34008-RA	FBtr0100063	CG34008-RA
CG3402	FBgn0035148	CG3402
CG34035	FBgn0262004	CG42822
CG34035	FBgn0262003	CG42821
CG34039	FBgn0054039	CG34039
CG3408	FBgn0036008	CG3408
CG34117	FBgn0083953	CG34117
CG34123	FBgn0265194	Trpm
Smc5	FBgn0052438	SMC5
CG34126	FBgn0083962	CG34126
CG34133	FBgn0083969	CG34133
CG34141	FBgn0083977	CG34141
NUCB1	FBgn0052190	NUCB1
CG34159	FBgn0085188	CG34159
CG5009	FBgn0027572	CG5009
CG34183	FBgn0085212	CG34183
CG34186	FBgn0262954	Rpb12
CG34191	FBgn0085220	Ufm1
CG34200	FBgn0085229	CG34200
CG3420	FBgn0033100	CG3420
CG34228	FBgn0085257	CG34228
CG34242-RA	FBtr0112436	CG34242-RA
CG34246	FBgn0263606	Hsc20
CG34252	FBgn0264746	CG44004
CG34252	FBgn0264747	CG44005
CG34252	FBgn0264748	CG44006
CG34261	FBgn0085290	CG34261
CG3430	FBgn0031875	CG3430
CG34325-RA	FBtr0112527	CG34325-RA
CG3434	FBgn0036000	CG3434
CG34352	FBgn0261260	mgl
CG34352	FBgn0261260	mgl
CG8029	FBgn0262515	VhaAC45
CG3436	FBgn0031229	CG3436
CG3436	FBgn0031229	CG3436
CG34372	FBgn0264339	CG43795
Psf3	FBgn0030196	Psf3
CG34382	FBgn0085411	CG34382
CG34398	FBgn0085427	CG34398
CG34408	FBgn0085437	CG34408
CG34408	FBgn0085437	CG34408
CG34422	FBgn0085451	htk
CG34439-RA	FBtr0112740	ND-MWFE-RA
CG34439-RA	FBtr0112740	ND-MWFE-RA
CG34455-RC	FBtr0112761	Pdxk-RC
CG3446	FBgn0029868	ND-B16.6
hts	FBgn0263391	hts
CG3499	FBgn0034792	YME1L
CG3501	FBgn0034791	EMC8-9
CG3508	FBgn0038251	Hexim
CG3509	FBgn0038252	BigH1
CG3511	FBgn0035027	CG3511
CG3520	FBgn0034859	CG3520
CG3523	FBgn0283427	FASN1
CG3527	FBgn0029714	CG3527
CG3532-RB	FBtr0113224	GCC185-RB
CG3542	FBgn0031492	CG3542
CG3560	FBgn0030733	UQCR-14
CG3566	FBgn0029854	CG3566
CG3570	FBgn0035035	Samtor
CG3589	FBgn0035065	CG3589
CG3590	FBgn0038467	AdSL
CG3603	FBgn0029648	CG3603
CG3605	FBgn0031493	Sf3b2
Idh	FBgn0001248	Idh
Idh	FBgn0038922	Idh3b
CG3609	FBgn0031418	CG3609
CG3618	FBgn0037028	CG3618
CG3621-RA	FBtr0070386	ND-B14.5A-RA
CG3626	FBgn0029706	CG3626
AnnIX	FBgn0000083	AnxB9
MED15	FBgn0027592	MED15
CG3645	FBgn0031238	CG3645
CG3652	FBgn0031600	CG3652
CG3654	FBgn0036004	Jarid2
CG3662	FBgn0031285	CG3662
CG3663	FBgn0035044	CG3663
Nf1	FBgn0015269	Nf1
CG3683	FBgn0035046	ND-19
CG3689	FBgn0035987	Cpsf5
CG3702	FBgn0031590	CG3702
CG3714	FBgn0031589	Naprt
CG3731	FBgn0038271	UQCR-C1
CG3744	FBgn0039240	CG3744
CG3756	FBgn0031657	CG3756
CG3760	FBgn0022343	CG3760
CG3760	FBgn0022343	CG3760
CG3760	FBgn0022343	CG3760
CG3773	FBgn0038692	Gdn1
CG15737	FBgn0260780	wisp
CG3792	FBgn0031662	CG3792
CG3800	FBgn0034802	CNBP
CG3803	FBgn0034938	CG3803
CG3808	FBgn0036838	CG3808
CG4038	FBgn0011824	CG4038
CG3831	FBgn0034804	CG3831
CG3837	FBgn0038279	Sdr
CG3842	FBgn0029866	CG3842
CG1882	FBgn0033226	puml
CG3860	FBgn0034951	CG3860
CG3862	FBgn0031286	CG3862
CG3887	FBgn0031670	SelT
CG3891	FBgn0035993	Nf-YA
CG3894	FBgn0035059	CG3894
CG3902	FBgn0036824	CG3902
CG3909	FBgn0027524	CG3909
CG3911	FBgn0260859	Bet3
CG3921	FBgn0031571	bark
CG11200	FBgn0034500	CG11200
CG3967	FBgn0035989	Tat
CG3980	FBgn0031575	Cep97
CG3983	FBgn0038473	Ns1
CG3984	FBgn0038291	CG3984
CG40002	FBgn0058002	ND-AGGG
CG40042	FBgn0267976	Tim23
CG40045	FBgn0058045	CG40045
Rtnl1	FBgn0053113	Rtnl1
CG40228	FBgn0063670	CG40228
CG4030	FBgn0034585	Rbpn-5
CG8602	FBgn0035763	mrva
CG4041	FBgn0029736	CG4041
CG4042	FBgn0037018	CG4042
CG40439	FBgn0058439	CG40439
CG40451	FBgn0263977	Tim17b
CG4045	FBgn0025629	CG4045
CG4045	FBgn0085397	Fili
CG40506	FBgn0085493	CG40506
CG4061	FBgn0025630	Rtca
CG7433	FBgn0036927	Gabat
Fib	FBgn0003062	Fib
CG4069	FBgn0036301	CG4069
Art4	FBgn0037770	Art4
CG4078	FBgn0029798	CG4078
CG4080	FBgn0035983	CG4080
RpS10b	FBgn0285947	RpS10b
CG4098	FBgn0036648	CG4098
CG4103	FBgn0283659	THG
CG41099	FBgn0039955	CG41099
CG41128	FBgn0069923	CG41128
CG41582	FBgn0085708	CG41582
CG4159	FBgn0038811	Pus1
CG4164	FBgn0031256	shv
CG4164	FBgn0262510	CR43080
CG4165	FBgn0029763	Usp16-45
CG4169	FBgn0250814	UQCR-C2
CG4186	FBgn0040634	CG4186
Dgp-1	FBgn0027836	Dgp-1
Mi-2	FBgn0262519	Mi-2
CG4210	FBgn0038302	CG4210
CG42232	FBgn0250754	CG42232
CG42233	FBgn0250755	CG42233
CG42240-RA	FBtr0290308	CG42240-RA
CG42245	FBgn0250911	CG42245
CG4225	FBgn0038376	Hmt-1
CG42261	FBgn0259146	fid
CG31109	FBgn0051109	CG31109
CG42303	FBgn0259199	Snup
CG42307	FBgn0259203	CG42307
CG4230	FBgn0031683	CG4230
pum	FBgn0003165	pum
CG42321	FBgn0259221	ATP8A
CG6178	FBgn0039156	CG6178
CG42351	FBgn0259682	Jabba
CG42351	FBgn0259682	Jabba
CG42358	FBgn0259704	Nsun5
CG42360	FBgn0259742	CG42360
CG42371	FBgn0259717	CG42371
CG42373	FBgn0265968	Tfb5
CG42374	FBgn0259720	CG42374
CG42376	FBgn0259722	CG42376
CG42379	FBgn0259725	CG42379
CG11395	FBgn0034200	Gbp2
CG4238	FBgn0031384	CG4238
Pp4-19C	FBgn0023177	Pp4-19C
CG4266	FBgn0034598	CG4266
CG11314	FBgn0039800	Npc2g
sds22	FBgn0028992	sds22
CG4287	FBgn0038388	CG4287
CG6001	FBgn0261995	CG42813
CG6001	FBgn0051064	CG31064
CG6001	FBgn0261996	CG42814
CG4291	FBgn0031287	CG4291
borr	FBgn0032105	borr
CG4332	FBgn0030456	CG4332
CG4338	FBgn0038313	CG4338
CG4365	FBgn0037024	tzn
CG4389	FBgn0028479	Mtpalpha
CG8290	FBgn0026573	ADD1
CG4398	FBgn0034126	jtb
CG4406	FBgn0023545	PIG-K
CG4407	FBgn0030431	CG4407
CG4408	FBgn0039073	CG4408
CG4410	FBgn0052650	CG32650
CG4410	FBgn0052649	Coq8
CG4420	FBgn0030753	rngo
CG4447	FBgn0035980	mRRF1
CG4449	FBgn0039065	Rad60
Bsg	FBgn0261822	Bsg
CG4495	FBgn0031893	MICU1
CG4495	FBgn0031893	MICU1
CG4497	FBgn0031895	CG4497
CG4502	FBgn0031896	CG4502
CG4511	FBgn0037843	CG4511
CG4538	FBgn0038745	ClpX
CG4552	FBgn0031304	TBC1D23
CG4553	FBgn0039336	CG4553
CG4557	FBgn0029912	CG4557
CG4567	FBgn0263133	mEFG1
Atg9	FBgn0034110	Atg9
CG4573	FBgn0036629	GluRS-m
CG4585	FBgn0025335	Cpes
CG17565	FBgn0038424	CG17565
CG4592	FBgn0032162	CG4592
CG4593	FBgn0029929	CG4593
CG4594	FBgn0032161	CG4594
CG4598	FBgn0032160	CG4598
CG4603	FBgn0035593	CG4603
CG4610	FBgn0034735	CG4610
CG4611	FBgn0035591	CG4611
CG4612	FBgn0035016	CG4612
CG4618	FBgn0035589	CHMP2B
CG4619	FBgn0032166	CG4619
CG15387	FBgn0031403	CG15387
CG4638	FBgn0053158	CG33158
CG4643	FBgn0043010	Fsn
CG4646	FBgn0033810	CG4646
CG4658	FBgn0032170	CG4658
Obp99c	FBgn0039682	Obp99c
Obp99c	FBgn0039684	Obp99d
CG4670	FBgn0033814	Qsox1
CG4673	FBgn0039348	Npl4
CG4679	FBgn0033816	CG4679
CG4685	FBgn0039349	Ssadh
CG4692	FBgn0035032	ATPsynF
CG4699	FBgn0262527	nsl1
CG4709	FBgn0032169	CG4709
CG4721	FBgn0039024	Nepl15
CG4729	FBgn0036623	Agpat3
CG4738	FBgn0262647	Nup160
Lasp	FBgn0063485	Lasp
CG4749	FBgn0283525	l(2)10685
CG4751	FBgn0032348	CG4751
CG4752	FBgn0034733	CG4752
CG4753	FBgn0036622	Agpat4
CG4756	FBgn0030788	Sap30
CG4764	FBgn0031310	Vps29
CG4769	FBgn0035600	Cyt-c1
CG4771	FBgn0263143	vret
CG4785	FBgn0031314	IntS14
CG4788	FBgn0032354	CG4788
CG4789	FBgn0030792	CG4789
CG4802	FBgn0034215	Mtap
CG4813	FBgn0039013	CG4813
CG4825	FBgn0287585	Pss
CG14103	FBgn0036908	TORIP
CG14103	FBgn0083952	CG34116
CG4572	FBgn0038738	CG4572
SpdS	FBgn0037723	SpdS
CG4847	FBgn0034229	CG4847
CG4848	FBgn0037998	Cog1
CG4849	FBgn0039566	CG4849
CG4853-RA	FBtr0086938	CG4853-RA
CG4858	FBgn0037011	CG4858
CG4860	FBgn0037999	CG4860
CG4872	FBgn0030799	CG4872
CG12237	FBgn0031048	CG12237
CG4880	FBgn0030803	CG4880
CG4882	FBgn0025336	CG4882
CG4884	FBgn0039565	CG4884
CG4896	FBgn0031319	CG4896
CG4901	FBgn0032194	CG4901
CG4908	FBgn0032195	CG4908
CG4933	FBgn0283681	Tcs3
CG4936	FBgn0038768	CG4936
CG4942	FBgn0035960	CG4942
CG4951	FBgn0039563	CG4951
CG4953	FBgn0032204	CG4953
CG4957	FBgn0032205	CG4957
CG4968	FBgn0032214	CG4968
CG4972	FBgn0032217	CG4972
CG4973	FBgn0038772	mdlc
CG4975	FBgn0034266	CG4975
CG7133	FBgn0037150	CG7133
CG14299	FBgn0038651	Epg5
CG5004	FBgn0260748	CG5004
Sh3beta	FBgn0035772	Sh3beta
CG5010	FBgn0260747	Chchd2
CG5013	FBgn0038396	CG5013
CG5018	FBgn0263605	l(3)72Dn
CG5021	FBgn0035944	CG5021
CG5023	FBgn0038774	CG5023
CG5026	FBgn0035945	CG5026
CG5027	FBgn0036579	CG5027
CG5028	FBgn0039358	CG5028
CG33156	FBgn0053156	CG33156
CG5045	FBgn0032229	ClpP
CG5053	FBgn0261986	RASSF8
CG5068	FBgn0035951	CG5068
CG5077	FBgn0261550	CG42668
CG5091	FBgn0032234	gny
Mtor	FBgn0013756	Mtor
Mtor	FBgn0021796	Tor
CG5110	FBgn0032642	CG5110
Sec61beta	FBgn0010638	Sec61beta
CG5114	FBgn0036460	CG5114
CG5126	FBgn0031320	CG5126
CG5127	FBgn0039335	Vps33B
CG5131	FBgn0032644	CG5131
CG5144	FBgn0035957	CG5144
CG5147-RA	FBtr0075136	RpIIIC53-RA
CG5149	FBgn0031904	CG5149
CG5155	FBgn0031905	gudu
CG5162	FBgn0030828	CG5162
CG5167	FBgn0038038	Sccpdh2
CG5168	FBgn0032246	Wdfy2
CG5174	FBgn0034345	CG5174
CG5181	FBgn0031909	CG5181
CG5188	FBgn0032247	CG5188
CG5189	FBgn0034350	CG5189
CG5190	FBgn0034351	rswl
CG5194	FBgn0035955	CG5194
CG5196	FBgn0038039	CG5196
CG12106	FBgn0030100	CG12106
flw	FBgn0000711	flw
CG5205	FBgn0038344	obe
CG5214	FBgn0037891	CG5214
CG5220	FBgn0038471	Trm7-32
CG5222	FBgn0036570	IntS9
CG5224	FBgn0034354	GstE11
CG4586	FBgn0029924	CG4586
CG5261	FBgn0283658	muc
CG5262	FBgn0036988	CG5262
CG5265	FBgn0038486	CG5265
CG5270	FBgn0037897	CG5270
CG5274	FBgn0036987	CG5274
CG1041	FBgn0037440	CRAT
CG5287	FBgn0032477	Alg7
CG5288	FBgn0263199	Galk
CG5290	FBgn0036772	CG5290
CG5292	FBgn0038491	CG5292
CG5317	FBgn0032404	RpL7-like
CG5323	FBgn0034362	CG5323
CG5325	FBgn0032407	Pex19
CG5339	FBgn0034925	CG5339
CG5343	FBgn0032248	Bug22
CG5355	FBgn0032242	CG5355
CG5360	FBgn0261786	mi
CG5362	FBgn0262782	Mdh1
Nplp2	FBgn0287423	Nplp2
CG5377	FBgn0038974	CG5377
CG5380	FBgn0038951	CG5380
CG3632	FBgn0030735	CG3632
CG5384	FBgn0032216	Usp14
CG5385-RA	FBtr0080062	l(2)SH0834-RA
CG5389	FBgn0036568	ATPsynbetaL
CG5412	FBgn0038806	CG5412
CG5414	FBgn0036569	IleRS-m
CG5445	FBgn0030838	CG5445
CG5446	FBgn0032429	CG5446
CG5447	FBgn0039427	CG5447
CG5451	FBgn0038666	Smu1
CG5463	FBgn0039153	GatB
CG5482	FBgn0034368	zda
CG5484	FBgn0039450	Yif1
CG5491	FBgn0039459	IntS12
CG5508	FBgn0027579	mino
CG5510	FBgn0039160	CG5510
CG5515	FBgn0039163	CG5515
CG5516	FBgn0038389	CG5516
CG5521	FBgn0039466	CG5521
CG5524	FBgn0266282	jnj
CG5525	FBgn0032444	CCT4
CG5532	FBgn0034902	CG5532
GckIII	FBgn0266465	GckIII
CG5537	FBgn0035639	kri
CG5543	FBgn0034908	CG5543
CG5548	FBgn0030605	ND-B18
CG5554	FBgn0034914	CG5554
CG5555	FBgn0038686	CG5555
CG5567	FBgn0036760	CG5567
CG5568	FBgn0035641	CG5568
CG5569	FBgn0034919	CG5569
CG5585-RA	FBtr0078242	Rbbp5-RA
CG5590	FBgn0039537	CG5590
CG6511	FBgn0035923	CG6511
CG5602	FBgn0262619	DNAlig1
CG5604	FBgn0032208	Ufd4
CG5608	FBgn0038058	CG5608
CG5611	FBgn0039531	CG5611
CG5625	FBgn0034708	Vps35
CG5626	FBgn0036266	Tsen54
CG5629	FBgn0261285	Ppcs
CG5630	FBgn0038842	hdly
CG5640	FBgn0260749	Utx
CG5641	FBgn0038046	CG5641
CG5642	FBgn0036258	eIF3l
CG5660	FBgn0035942	ValRS-m
CG5664	FBgn0037082	CG5664
CG5676	FBgn0032200	CG5676
CG11164	FBgn0030507	CG11164
CG5694	FBgn0032197	ova
CG5703	FBgn0030853	ND-24
RnrL	FBgn0011703	RnrL
CG5706	FBgn0039175	beta-PheRS
CG5721	FBgn0034315	CG5721
CG5726	FBgn0034313	CG5726
CG5728	FBgn0039182	CG5728
CG5741	FBgn0264305	CG43783
CG5741	FBgn0264307	orb2
CG5745	FBgn0038855	CG5745
CG5757	FBgn0034299	CG5757
CG5776	FBgn0032450	CG5776
CG5787	FBgn0032454	CG5787
CG5789	FBgn0039207	CG5789
CG8862	FBgn0033690	EndoG
CG5792	FBgn0032455	Pih1D1
CG5793	FBgn0038858	CG5793
CG5794	FBgn0039214	puf
CG5798	FBgn0038862	Usp8
CG5802	FBgn0250820	meigo
CG5808	FBgn0027617	CG5808
CG5823	FBgn0038515	CG5823
CG5828	FBgn0031682	CG5828
CG5830	FBgn0036556	hzg
CG5844	FBgn0038049	Srlp
CG5850	FBgn0032172	CG5850
Nop56	FBgn0038964	Nop56
CG5854	FBgn0039130	CG5854
CG5859-RA	FBtr0087036	IntS8-RA
CG5861	FBgn0015338	CG5861
CG5862	FBgn0038868	CG5862
CG5871	FBgn0038870	Oga
CG5872	FBgn0036991	CtIP
CG5877	FBgn0030625	CG5877
CG5886	FBgn0039379	CG5886
CG5899	FBgn0032157	Etl1
CG5899	FBgn0032157	Etl1
CG5903	FBgn0038400	CG5903
CG5913	FBgn0039385	CG5913
CG5919	FBgn0038876	Idi
CG5931	FBgn0263599	l(3)72Ab
Sodh-2	FBgn0022359	Sodh-2
CG5941	FBgn0029833	MCTS1
CG5946	FBgn0036211	CG5946
CG5946	FBgn0036211	CG5946
CG5961	FBgn0038056	CG5961
how	FBgn0264491	how
how	FBti0150063	P{GawB}how[24B]
CG5969	FBgn0036998	CG5969
CG5970	FBgn0033842	cbc
Sap-r	FBgn0000416	Sap-r
CG5978	FBgn0035916	GAPsec
CG5991	FBgn0026576	Pisd
bai	FBgn0045866	bai
bai	FBal0159471	bai[1]
His2B	FBgn0001198	His2B
CG6013	FBgn0038675	CG6013
CG6015	FBgn0038927	CG6015
CG6016	FBgn0033844	bbc
CG6020	FBgn0037001	ND-39
CG6028	FBgn0038924	CG6028
CG6038	FBgn0036198	crim
CG6045	FBgn0038349	AOX3
CG6049	FBgn0037081	barc
CG6073	FBgn0039417	CG6073
CG6084	FBgn0086254	Akr1B
CG6089	FBgn0053129	CG33129
CG6091	FBgn0036180	Duba
CG6094	FBgn0032261	CG6094
CG6115	FBgn0040985	CG6115
CG1104	FBgn0037467	Ufl1
CG6133	FBgn0026079	Nsun2
CG6140	FBgn0036162	Fum3
CG6144	FBgn0032259	CG6144
CG6145	FBgn0033853	CG6145
CG6153	FBgn0032445	CG6153
CG9426	FBgn0032485	CG9426
CG6179	FBgn0030915	CG6179
CG6180	FBgn0032453	CG6180
CG6192	FBgn0032341	Reps
CG6195	FBgn0038723	CG6195
CG9894	FBgn0031453	Bacc
CG6197	FBgn0033859	fand
CG6201	FBgn0032343	CG6201
CG6204	FBgn0039165	CG6204
CG6206	FBgn0027611	LManII
AP-50	FBgn0263351	AP-2mu
CG6227	FBgn0030631	CG6227
CG6236	FBgn0038318	CG6236
CG6259	FBgn0036740	Vps60
CG6287	FBgn0032350	CG6287
CG6293	FBgn0037807	CG6293
CG6322	FBgn0036733	U4-U6-60K
CG6327	FBgn0263776	CG43693
CG6340	FBgn0030648	CG6340
Ppox	FBgn0020018	Ppox
CG6359	FBgn0038065	Snx3
CG6364	FBgn0263398	Uck
CG6370	FBgn0034277	OstDelta
CG6372	FBgn0035915	S-Lap1
CG6379	FBgn0029693	CG6379
CG6388	FBgn0032430	CG6388
CG6393	FBgn0265192	Snp
CG6398	FBgn0030870	CG6398
CG6409	FBgn0036106	CG6409
CG6410	FBgn0034265	Snx16
CG6412	FBgn0032646	mEFTs
CG6418	FBgn0036104	CG6418
wapl	FBgn0004655	wapl
CG6428	FBgn0029689	CG6428
CG6439	FBgn0038922	Idh3b
CG6444-RA	FBtr0080112	Dpy-30L1-RA
CG6448	FBgn0261802	CG42748
CG6453	FBgn0032643	GCS2beta
CG6454	FBgn0039187	CG6454
CG6455	FBgn0019960	Mitofilin
CG6459	FBgn0034259	P32
CG6461	FBgn0030932	Ggt-1
CG6357	FBgn0033875	CG6357
CG14438	FBgn0287582	sov
CG6480	FBgn0036964	FRG1
CG6488	FBgn0287204	Cog8
CG6491	FBgn0052066	CG32066
CG6498	FBgn0267390	dop
CG6503	FBgn0040606	CG6503
CG6506	FBgn0030874	Spt7
CG6508	FBgn0032303	CG6508
Obp99a	FBgn0039678	Obp99a
CG6512	FBgn0036702	CG6512
CG6522	FBgn0034223	Tes
CG6523	FBgn0032509	CG6523
CG6540	FBgn0030943	Nup35
CG6543	FBgn0033879	Echs1
CG6550	FBgn0034214	CG6550
CG6567	FBgn0037842	CG6567
CG6568	FBgn0034210	Camp
CG6597	FBgn0036967	SCCRO4
fs(1)N	FBgn0004650	fs(1)N
CG6608	FBgn0037852	Tpc1
CG6613	FBgn0034694	Plekhm1
CG6617	FBgn0030944	CG6617
CG6621	FBgn0037855	CG6621
CG6623	FBgn0038303	SIDL
CG6638	FBgn0035911	CG6638
CG6654	FBgn0038301	CG6654
CG6662	FBgn0035907	GstO1
CG6664	FBgn0036685	CG6664
CG6666	FBgn0037873	SdhC
Su(var)2-HP2	FBgn0026427	Su(var)2-HP2
CG6674	FBgn0036063	CG6674
CG6683	FBgn0035902	CG6683
CG6686	FBgn0032388	CG6686
CG6693	FBgn0037878	CG6693
CG6695	FBgn0039215	CG6695
CG6697	FBgn0027526	Ublcp1
CG3679	FBgn0027521	CG3679
CG6704	FBgn0033887	St4
CG6707	FBgn0036058	CG6707
CG6712	FBgn0032408	CG6712
