"Checked"	"Protein FDR Confidence Combined"	"Master"	"Protein Group IDs"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Mascot A5 Mascot"	"Number of Peptides by Search Engine A5 Mascot"	"Number of Razor Peptides"	"Abundance F1 127N Sample 1 unmated"	"Abundance F1 128N Sample 2 unmated"	"Abundance F1 129N Sample 1 mated"	"Abundance F1 129C Sample 3 unmated"	"Abundance F1 130N Sample 2 mated"	"Abundance F1 130C Sample 3 mated"	"Found in Sample in S1 F1 127N Sample 1 unmated"	"Found in Sample in S2 F1 128N Sample 2 unmated"	"Found in Sample in S3 F1 129N Sample 1 mated"	"Found in Sample in S4 F1 129C Sample 3 unmated"	"Found in Sample in S5 F1 130N Sample 2 mated"	"Found in Sample in S6 F1 130C Sample 3 mated"	"Number of Protein Groups"
"False"	"High"	"IsMasterProtein"	"2723"	"FBgn0035102"	"FBgn0035102"	"0.000"	"20.733"	"23"	"8"	"8"	"8"	"336"	"38.6"	"6.20"	"130"	"8"	"0"	"619.2"	"547.4"	"612.3"	"419.9"	"631.9"	"469.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"170"	"FBgn0035763"	"FBgn0035763"	"0.000"	"20.709"	"11"	"4"	"10"	"4"	"478"	"53.3"	"6.39"	"233"	"4"	"0"	"1190.5"	"1111.4"	"1431.5"	"936.2"	"1203.1"	"1005.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2119"	"FBgn0250786"	"FBgn0250786"	"0.000"	"20.708"	"5"	"9"	"10"	"9"	"1900"	"213.8"	"6.47"	"187"	"9"	"0"	"549.3"	"463.3"	"620.1"	"439.0"	"518.1"	"469.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4338"	"FBgn0014163"	"FBgn0014163"	"0.000"	"20.692"	"20"	"8"	"8"	"8"	"418"	"47.1"	"5.25"	"119"	"8"	"0"	"1059.4"	"961.7"	"1603.2"	"872.5"	"1464.5"	"1262.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1952"	"FBgn0035534"	"FBgn0035534"	"0.000"	"20.689"	"59"	"7"	"8"	"7"	"147"	"17.0"	"9.10"	"117"	"7"	"0"	"1526.5"	"1438.6"	"1841.4"	"999.4"	"1621.8"	"1311.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2855"	"FBgn0040005"	"FBgn0040005"	"0.000"	"20.688"	"19"	"8"	"8"	"8"	"378"	"43.8"	"6.55"	"120"	"8"	"0"	"623.9"	"550.2"	"795.0"	"506.0"	"638.0"	"538.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2575"	"FBgn0033427"	"FBgn0033427"	"0.000"	"20.668"	"12"	"9"	"9"	"9"	"751"	"86.9"	"6.21"	"119"	"9"	"0"	"957.2"	"906.3"	"1352.9"	"701.8"	"1163.2"	"973.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4321"	"FBgn0014411"	"FBgn0014411"	"0.000"	"20.660"	"21"	"7"	"8"	"7"	"478"	"52.6"	"6.39"	"243"	"7"	"0"	"874.7"	"862.3"	"1186.4"	"947.6"	"903.6"	"891.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3769"	"FBgn0038769"	"FBgn0038769"	"0.000"	"20.655"	"14"	"6"	"9"	"6"	"540"	"60.9"	"8.16"	"187"	"6"	"0"	"482.6"	"476.9"	"636.4"	"433.4"	"598.8"	"492.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5320"	"FBgn0039924"	"FBgn0039924"	"0.000"	"20.647"	"20"	"7"	"7"	"7"	"404"	"47.0"	"7.37"	"151"	"7"	"0"	"1185.6"	"1125.8"	"1253.5"	"1051.5"	"1089.0"	"922.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4107"	"FBgn0038360"	"FBgn0038360"	"0.000"	"20.646"	"17"	"7"	"9"	"7"	"460"	"50.6"	"4.69"	"189"	"7"	"0"	"795.2"	"740.8"	"912.9"	"661.0"	"840.4"	"676.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4219"	"FBgn0037405"	"FBgn0037405"	"0.000"	"20.619"	"10"	"6"	"7"	"6"	"730"	"80.4"	"8.65"	"257"	"6"	"0"	"559.5"	"522.0"	"617.6"	"449.9"	"598.3"	"456.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4238"	"FBgn0032724"	"FBgn0032724"	"0.000"	"20.607"	"12"	"6"	"7"	"6"	"585"	"66.0"	"8.02"	"188"	"6"	"0"	"711.2"	"688.1"	"855.2"	"645.0"	"688.7"	"601.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2831"	"FBgn0031883"	"FBgn0031883"	"0.000"	"20.598"	"12"	"6"	"7"	"6"	"594"	"66.4"	"10.01"	"235"	"6"	"0"	"534.6"	"517.7"	"644.9"	"414.4"	"540.2"	"449.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1844"	"FBgn0038107"	"FBgn0038107"	"0.000"	"20.592"	"54"	"6"	"7"	"6"	"139"	"15.0"	"9.61"	"190"	"6"	"0"	"480.1"	"460.1"	"589.0"	"393.1"	"462.6"	"407.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3958"	"FBgn0003721"	"FBgn0003721"	"0.000"	"20.577"	"11"	"8"	"9"	"7"	"711"	"80.0"	"5.44"	"210"	"8"	"0"	"835.1"	"592.0"	"1138.9"	"609.2"	"1012.7"	"633.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2091"	"FBgn0033607"	"FBgn0033607"	"0.000"	"20.573"	"15"	"6"	"6"	"6"	"680"	"76.6"	"7.14"	"237"	"6"	"0"	"479.6"	"483.5"	"716.0"	"495.8"	"498.5"	"468.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4456"	"FBgn0038950"	"FBgn0038950"	"0.000"	"20.545"	"24"	"5"	"6"	"5"	"299"	"33.5"	"8.53"	"266"	"5"	"0"	"511.4"	"487.2"	"624.9"	"437.6"	"543.9"	"454.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2965"	"FBgn0038972"	"FBgn0038972"	"0.000"	"20.541"	"41"	"6"	"9"	"6"	"179"	"19.8"	"5.21"	"297"	"6"	"0"	"808.9"	"774.3"	"866.7"	"743.4"	"838.0"	"651.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4281"	"FBgn0050404"	"FBgn0050404"	"0.000"	"20.510"	"38"	"8"	"8"	"8"	"277"	"31.5"	"6.19"	"144"	"8"	"0"	"503.2"	"450.3"	"604.5"	"388.3"	"541.6"	"449.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1786"	"FBgn0013762"	"FBgn0013762"	"0.000"	"20.505"	"21"	"7"	"7"	"7"	"294"	"33.2"	"7.72"	"168"	"7"	"0"	"1706.5"	"1722.0"	"1958.3"	"1371.3"	"1674.4"	"1416.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4960"	"FBgn0035969"	"FBgn0035969"	"0.000"	"20.505"	"14"	"7"	"8"	"7"	"629"	"69.7"	"8.27"	"184"	"7"	"0"	"1343.1"	"1181.3"	"1984.2"	"1070.4"	"1541.4"	"1186.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"545"	"FBgn0035148"	"FBgn0035148"	"0.000"	"20.504"	"49"	"5"	"7"	"5"	"123"	"13.7"	"8.81"	"205"	"5"	"0"	"585.7"	"606.9"	"837.8"	"440.1"	"659.4"	"557.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3387"	"FBgn0086362"	"FBgn0086362"	"0.000"	"20.470"	"17"	"6"	"7"	"6"	"376"	"42.3"	"5.38"	"144"	"6"	"0"	"826.2"	"799.3"	"949.1"	"682.8"	"897.4"	"738.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1494"	"FBgn0037671"	"FBgn0037671"	"0.000"	"20.429"	"20"	"6"	"8"	"6"	"320"	"34.4"	"5.82"	"195"	"6"	"0"	"1365.2"	"1304.5"	"1523.0"	"1170.8"	"1404.7"	"1156.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"239"	"FBgn0260743"	"FBgn0260743"	"0.000"	"20.426"	"22"	"7"	"8"	"7"	"321"	"34.5"	"9.55"	"266"	"7"	"0"	"623.6"	"574.8"	"802.7"	"532.1"	"655.9"	"553.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5192"	"FBgn0013949"	"FBgn0013949"	"0.000"	"20.389"	"29"	"5"	"6"	"5"	"329"	"33.2"	"7.12"	"197"	"5"	"0"	"412.0"	"360.3"	"512.7"	"292.9"	"523.1"	"502.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5288"	"FBgn0038857"	"FBgn0038857"	"0.000"	"20.380"	"26"	"8"	"9"	"8"	"286"	"32.9"	"8.38"	"148"	"8"	"0"	"1763.4"	"1480.6"	"1775.6"	"1144.3"	"1502.8"	"1247.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1614"	"FBgn0011824"	"FBgn0011824"	"0.000"	"20.377"	"39"	"8"	"11"	"8"	"237"	"22.7"	"11.19"	"225"	"8"	"0"	"2037.4"	"1808.6"	"2457.5"	"1555.2"	"2329.3"	"1878.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1082"	"FBgn0032873"	"FBgn0032873"	"0.000"	"20.376"	"12"	"7"	"7"	"7"	"673"	"76.0"	"6.46"	"224"	"7"	"0"	"689.1"	"545.9"	"708.5"	"566.5"	"605.6"	"543.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2927"	"FBgn0033631"	"FBgn0033631"	"0.000"	"20.369"	"26"	"5"	"11"	"5"	"243"	"26.4"	"6.65"	"171"	"5"	"0"	"1427.3"	"1733.4"	"2317.7"	"930.9"	"1937.4"	"1566.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3550"	"FBgn0040529"	"FBgn0040529"	"0.000"	"20.363"	"37"	"6"	"15"	"6"	"98"	"10.8"	"9.60"	"367"	"6"	"0"	"2189.1"	"2331.0"	"3120.4"	"2256.1"	"2889.1"	"2138.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1032"	"FBgn0000482"	"FBgn0000482"	"0.000"	"20.361"	"7"	"7"	"9"	"7"	"1002"	"115.2"	"5.76"	"124"	"7"	"0"	"754.7"	"707.5"	"1059.3"	"656.3"	"823.8"	"675.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1422"	"FBgn0024365"	"FBgn0024365"	"0.000"	"20.352"	"19"	"6"	"6"	"6"	"712"	"77.8"	"5.74"	"215"	"6"	"0"	"373.9"	"359.6"	"473.2"	"334.0"	"394.7"	"331.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"102"	"FBgn0033373"	"FBgn0033373"	"0.000"	"20.324"	"24"	"8"	"8"	"8"	"413"	"46.8"	"8.22"	"106"	"8"	"0"	"836.4"	"809.9"	"1083.2"	"707.3"	"838.4"	"756.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4772"	"FBgn0050493"	"FBgn0050493"	"0.000"	"20.279"	"17"	"6"	"6"	"6"	"326"	"36.3"	"7.91"	"157"	"6"	"0"	"844.6"	"867.3"	"1061.9"	"704.0"	"962.8"	"749.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4896"	"FBgn0037880"	"FBgn0037880"	"0.000"	"20.265"	"23"	"8"	"9"	"8"	"437"	"49.0"	"6.93"	"108"	"8"	"0"	"650.0"	"700.2"	"1079.8"	"582.0"	"930.7"	"713.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4871"	"FBgn0036397"	"FBgn0036397"	"0.000"	"20.261"	"15"	"7"	"7"	"7"	"610"	"68.7"	"6.04"	"237"	"7"	"0"	"537.7"	"520.1"	"645.2"	"440.3"	"529.7"	"446.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"543"	"FBgn0031021"	"FBgn0031021"	"0.000"	"20.210"	"34"	"4"	"8"	"4"	"183"	"20.7"	"9.80"	"181"	"4"	"0"	"578.1"	"554.3"	"614.7"	"409.0"	"625.8"	"484.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2647"	"FBgn0052484"	"FBgn0052484"	"0.000"	"20.186"	"11"	"6"	"7"	"6"	"661"	"73.8"	"7.08"	"157"	"6"	"0"	"603.3"	"566.0"	"755.2"	"437.9"	"628.8"	"559.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3862"	"FBgn0034027"	"FBgn0034027"	"0.000"	"20.185"	"23"	"7"	"7"	"7"	"376"	"41.6"	"7.66"	"143"	"7"	"0"	"648.0"	"627.0"	"883.2"	"593.7"	"681.0"	"616.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4160"	"FBgn0266667"	"FBgn0266667"	"0.000"	"20.161"	"13"	"8"	"8"	"8"	"693"	"80.0"	"6.90"	"149"	"8"	"0"	"1559.6"	"1475.3"	"1950.3"	"1313.0"	"1665.3"	"1455.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"253"	"FBgn0038925"	"FBgn0038925"	"0.000"	"20.159"	"26"	"8"	"9"	"8"	"281"	"32.0"	"7.21"	"214"	"8"	"0"	"804.6"	"842.0"	"2801.3"	"476.3"	"2282.5"	"2030.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5333"	"FBgn0037255"	"FBgn0037255"	"0.000"	"20.155"	"10"	"7"	"10"	"5"	"701"	"78.6"	"5.44"	"209"	"7"	"0"	"688.4"	"665.1"	"768.2"	"560.7"	"723.9"	"604.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"214"	"FBgn0031972"	"FBgn0031972"	"0.000"	"20.152"	"19"	"6"	"6"	"6"	"409"	"46.5"	"7.49"	"174"	"6"	"0"	"651.2"	"613.9"	"836.5"	"528.0"	"660.6"	"564.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1570"	"FBgn0030479"	"FBgn0030479"	"0.000"	"20.148"	"30"	"7"	"9"	"2"	"247"	"25.9"	"10.43"	"383"	"7"	"5"	"821.0"	"778.8"	"1061.3"	"710.4"	"911.4"	"809.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2169"	"FBgn0038590"	"FBgn0038590"	"0.000"	"20.137"	"27"	"8"	"8"	"8"	"379"	"42.4"	"5.44"	"151"	"8"	"0"	"880.1"	"765.0"	"1004.8"	"698.1"	"854.0"	"735.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1892"	"FBgn0016701"	"FBgn0016701"	"0.000"	"20.129"	"37"	"7"	"9"	"6"	"213"	"23.6"	"6.79"	"299"	"7"	"0"	"1379.7"	"1166.2"	"1548.4"	"1270.2"	"1177.5"	"1073.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2834"	"FBgn0030872"	"FBgn0030872"	"0.000"	"20.116"	"21"	"5"	"6"	"5"	"340"	"37.1"	"9.52"	"234"	"5"	"0"	"314.9"	"301.3"	"386.3"	"265.2"	"310.8"	"254.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"807"	"FBgn0033377"	"FBgn0033377"	"0.000"	"20.114"	"14"	"6"	"7"	"6"	"623"	"69.9"	"5.45"	"180"	"6"	"0"	"799.2"	"763.8"	"990.9"	"750.4"	"742.0"	"729.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3277"	"FBgn0034335"	"FBgn0034335"	"0.000"	"20.113"	"28"	"6"	"8"	"6"	"224"	"24.9"	"5.91"	"217"	"6"	"0"	"1132.4"	"952.6"	"1213.0"	"941.4"	"1085.9"	"906.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"49"	"FBgn0004636"	"FBgn0004636"	"0.000"	"20.096"	"32"	"6"	"9"	"6"	"184"	"20.9"	"6.68"	"247"	"6"	"0"	"2380.4"	"2129.1"	"2699.0"	"2041.7"	"2046.8"	"1956.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1454"	"FBgn0083968"	"FBgn0083968"	"0.000"	"20.087"	"69"	"5"	"8"	"5"	"84"	"9.7"	"8.16"	"172"	"5"	"0"	"604.8"	"581.4"	"776.8"	"512.6"	"722.1"	"595.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2310"	"FBgn0031090"	"FBgn0031090"	"0.000"	"20.082"	"39"	"8"	"11"	"7"	"201"	"22.8"	"8.54"	"138"	"8"	"0"	"1816.0"	"1730.7"	"2293.5"	"1585.3"	"1872.6"	"1591.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1220"	"FBgn0032836"	"FBgn0032836"	"0.000"	"20.080"	"37"	"8"	"8"	"8"	"251"	"27.5"	"7.30"	"192"	"8"	"0"	"965.0"	"985.6"	"1399.5"	"889.2"	"1199.3"	"1005.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"758"	"FBgn0037897"	"FBgn0037897"	"0.000"	"20.079"	"4"	"10"	"10"	"10"	"2243"	"253.5"	"7.50"	"162"	"10"	"0"	"452.6"	"414.6"	"598.9"	"346.7"	"468.3"	"417.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3700"	"FBgn0010398"	"FBgn0010398"	"0.000"	"20.053"	"15"	"7"	"8"	"7"	"428"	"47.9"	"9.42"	"169"	"7"	"0"	"766.9"	"638.4"	"963.4"	"594.6"	"679.6"	"619.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4783"	"FBgn0032361"	"FBgn0032361"	"0.000"	"20.018"	"13"	"7"	"7"	"7"	"570"	"64.9"	"5.90"	"164"	"7"	"0"	"469.4"	"428.3"	"598.8"	"365.5"	"496.4"	"417.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2485"	"FBgn0250838"	"FBgn0250838"	"0.000"	"20.015"	"39"	"6"	"17"	"6"	"82"	"9.5"	"9.67"	"164"	"6"	"0"	"3090.0"	"3023.2"	"3882.2"	"2409.7"	"3586.0"	"2809.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4397"	"FBgn0003978"	"FBgn0003978"	"0.000"	"19.993"	"24"	"4"	"5"	"4"	"367"	"40.6"	"6.74"	"334"	"4"	"0"	"422.3"	"386.2"	"489.8"	"305.3"	"420.1"	"352.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2273"	"FBgn0019662"	"FBgn0019662"	"0.000"	"19.976"	"18"	"6"	"7"	"6"	"338"	"38.8"	"7.01"	"186"	"6"	"0"	"1329.0"	"1254.6"	"1606.9"	"1116.4"	"1300.3"	"1082.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3653"	"FBgn0035244"	"FBgn0035244"	"0.000"	"19.970"	"10"	"7"	"7"	"7"	"743"	"80.4"	"9.44"	"146"	"7"	"0"	"1209.4"	"1147.2"	"1360.2"	"887.0"	"1217.8"	"958.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3282"	"FBgn0032870"	"FBgn0032870"	"0.000"	"19.969"	"29"	"5"	"7"	"5"	"255"	"29.1"	"5.99"	"205"	"5"	"0"	"873.8"	"815.3"	"825.9"	"678.1"	"806.1"	"689.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1342"	"FBgn0032262"	"FBgn0032262"	"0.000"	"19.932"	"15"	"7"	"8"	"7"	"605"	"66.7"	"6.73"	"196"	"7"	"0"	"923.6"	"785.1"	"1132.7"	"728.8"	"903.9"	"762.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4101"	"FBgn0036916"	"FBgn0036916"	"0.000"	"19.915"	"29"	"9"	"9"	"9"	"326"	"36.6"	"5.21"	"78"	"9"	"0"	"1517.2"	"1463.4"	"2002.4"	"1426.6"	"1605.9"	"1485.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1994"	"FBgn0035603"	"FBgn0035603"	"0.000"	"19.907"	"36"	"5"	"10"	"5"	"138"	"15.9"	"4.94"	"143"	"5"	"0"	"1754.5"	"1813.2"	"2240.3"	"1472.1"	"2096.0"	"1643.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"241"	"FBgn0036566"	"FBgn0036566"	"0.000"	"19.894"	"11"	"8"	"10"	"8"	"893"	"98.0"	"6.96"	"127"	"8"	"0"	"842.7"	"815.1"	"1309.5"	"685.0"	"988.4"	"827.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4682"	"FBgn0051373"	"FBgn0051373"	"0.000"	"19.872"	"41"	"7"	"7"	"7"	"196"	"22.5"	"5.62"	"69"	"7"	"0"	"1238.9"	"1058.9"	"1720.8"	"907.9"	"1565.3"	"1339.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1022"	"FBgn0027655"	"FBgn0027655"	"0.000"	"19.869"	"2"	"8"	"8"	"8"	"3583"	"395.6"	"6.10"	"185"	"8"	"0"	"742.2"	"724.4"	"938.1"	"627.1"	"814.2"	"660.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4488"	"FBgn0034351"	"FBgn0034351"	"0.000"	"19.837"	"16"	"7"	"7"	"7"	"446"	"52.5"	"9.42"	"141"	"7"	"0"	"936.9"	"861.0"	"1171.3"	"648.1"	"1062.3"	"877.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"481"	"FBgn0000662"	"FBgn0000662"	"0.000"	"19.816"	"15"	"7"	"7"	"7"	"536"	"59.2"	"5.99"	"131"	"7"	"0"	"833.5"	"858.6"	"951.0"	"730.9"	"871.4"	"720.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"568"	"FBgn0034925"	"FBgn0034925"	"0.000"	"19.813"	"17"	"4"	"6"	"4"	"305"	"34.7"	"6.46"	"144"	"4"	"0"	"775.5"	"734.7"	"848.1"	"696.3"	"729.5"	"650.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2582"	"FBgn0050481"	"FBgn0050481"	"0.000"	"19.807"	"36"	"5"	"8"	"5"	"155"	"16.9"	"10.01"	"252"	"5"	"0"	"1408.9"	"1330.0"	"1776.5"	"1213.7"	"1547.5"	"1328.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5082"	"FBgn0032922"	"FBgn0032922"	"0.000"	"19.806"	"29"	"7"	"10"	"7"	"310"	"34.4"	"8.68"	"156"	"7"	"0"	"1448.9"	"1418.2"	"1861.1"	"1203.2"	"1661.9"	"1376.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1061"	"FBgn0261004"	"FBgn0261004"	"0.000"	"19.789"	"7"	"8"	"9"	"8"	"994"	"116.5"	"6.04"	"150"	"8"	"0"	"734.9"	"663.7"	"905.3"	"517.5"	"805.1"	"683.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1352"	"FBgn0036740"	"FBgn0036740"	"0.000"	"19.786"	"40"	"8"	"8"	"8"	"226"	"25.1"	"4.75"	"186"	"8"	"0"	"1207.2"	"1133.9"	"1332.8"	"1043.5"	"1292.6"	"1049.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"600"	"FBgn0033636"	"FBgn0033636"	"0.000"	"19.780"	"3"	"8"	"8"	"7"	"3131"	"336.4"	"6.60"	"130"	"8"	"1"	"513.6"	"517.2"	"693.0"	"454.2"	"579.8"	"504.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5090"	"FBgn0029736"	"FBgn0029736"	"0.000"	"19.780"	"10"	"7"	"7"	"7"	"819"	"93.2"	"8.27"	"128"	"7"	"0"	"646.9"	"624.4"	"847.5"	"536.4"	"665.8"	"600.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2257"	"FBgn0031639"	"FBgn0031639"	"0.000"	"19.768"	"26"	"6"	"8"	"6"	"264"	"30.2"	"9.14"	"205"	"6"	"0"	"946.5"	"895.6"	"1280.6"	"714.2"	"1111.1"	"908.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4523"	"FBgn0004465"	"FBgn0004465"	"0.000"	"19.746"	"21"	"8"	"8"	"8"	"417"	"47.1"	"9.00"	"109"	"8"	"0"	"1404.3"	"1267.6"	"1669.1"	"1116.8"	"1392.0"	"1128.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"757"	"FBgn0041186"	"FBgn0041186"	"0.000"	"19.730"	"29"	"7"	"8"	"7"	"276"	"30.6"	"8.79"	"133"	"7"	"0"	"1616.4"	"1542.2"	"2005.9"	"1224.6"	"1866.7"	"1509.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
